"fertilizante" "rinde"
"1" 0.267967645078897 49.4301610209719
"2" 0.0442161872051656 49.6171723371966
"3" 0.975178637499821 50.6562373891904
"4" 2.84335838986521 53.5918268275994
"5" 0.0800959969357085 49.7564509748249
"6" 0.272879035275706 49.8800350134461
"7" 0.121206599287689 48.7955982517476
"8" 0.10106058511883 51.4929661248375
"9" 0.492038786411285 48.9772463172612
"10" 0.203983854036778 49.6262191406696
"11" 3.04930697808743 51.8412309649025
"12" 0.952163328374636 49.946422549656
"13" 1.31421055268021 52.0477925959384
"14" 0.412416629958898 49.9700269661806
"15" 1.11017553131552 50.9224471078078
"16" 1.7369387176543 52.9013760459576
"17" 1.1121597874065 51.4404580185347
"18" 2.32115585336173 55.2105041748411
"19" 0.794601388233614 51.5013159420563
"20" 2.12321448368365 52.8968743897042
"21" 1.70306074797156 52.3085970672109
"22" 1.37474697358431 51.4307554035146
"23" 3.20503728369501 53.495881265944
"24" 0.344203671906143 50.8714715626082
"25" 0.0349697823203329 50.7080356824815
"26" 1.22380592111023 51.9963103963327
"27" 0.141398173297653 50.2553959359746
"28" 1.97156449957731 52.0091868312088
"29" 2.55132597485993 53.9295381883193
"30" 0.304267921950668 49.870437236372
